#block,ts,txcount
78065,1283619666,2
78066,1283621089,2
78067,1283621713,3
78068,1283621924,1
78069,1283623938,9
78070,1283624143,1
78071,1283626305,3
78072,1283626597,2
78073,1283627545,1
78074,1283627584,1
78075,1283628199,3
78076,1283628369,1
78077,1283629371,2
78078,1283630049,2
78079,1283630521,1
78080,1283631848,1
78081,1283631948,1
78082,1283632557,2
78083,1283632816,1
78084,1283633154,2
78085,1283633423,1
78086,1283633659,1
78087,1283633945,1
78088,1283634072,1
78089,1283634312,1
78090,1283634364,1
78091,1283635118,2
78092,1283635236,1
78093,1283635735,2
78094,1283636265,1
78095,1283637306,3
78096,1283637513,2
78097,1283638017,2
78098,1283639239,4
78099,1283639268,1
78100,1283639394,1
78101,1283639571,1
78102,1283639630,1
78103,1283639778,1
78104,1283641212,1
78105,1283641615,1
78106,1283644161,6
78107,1283644308,1
78108,1283644447,1
78109,1283644478,1
78110,1283644567,1
78111,1283645005,4
78112,1283646279,2
78113,1283646290,1
78114,1283646606,1
78115,1283647327,1
78116,1283647368,1
78117,1283648707,1
78118,1283649069,1
78119,1283649839,2
78120,1283649909,2
78121,1283650092,1
78122,1283651022,2
78123,1283651350,1
78124,1283651651,1
78125,1283651993,1
78126,1283652821,3
78127,1283654225,1
78128,1283654613,1
78129,1283655286,3
78130,1283655901,3
78131,1283656659,5
78132,1283656800,1
78133,1283657637,1
78134,1283657652,1
78135,1283657708,1
78136,1283658051,1
78137,1283658358,2
78138,1283658436,1
78139,1283658573,1
78140,1283658818,1
78141,1283658967,1
78142,1283659171,1
78143,1283659307,1
78144,1283660102,2
78145,1283660870,1
78146,1283660953,2
78147,1283661659,4
78148,1283661874,1
78149,1283661913,1
78150,1283662414,1
78151,1283664138,3
78152,1283664538,2
78153,1283664806,1
78154,1283666026,5
78155,1283666290,1
78156,1283667329,1
78157,1283669893,10
78158,1283670211,3
78159,1283670652,4
78160,1283670672,1
78161,1283671197,1
78162,1283673830,3
78163,1283673866,1
78164,1283673935,2
78165,1283674548,2
78166,1283674881,6
78167,1283675312,1
78168,1283675348,1
78169,1283675792,2
78170,1283677232,3
78171,1283678363,3
78172,1283678473,1
78173,1283678658,1
78174,1283678725,1
78175,1283678967,2
78176,1283679419,3
78177,1283679811,2
78178,1283681497,7
78179,1283682414,2
78180,1283682628,1
78181,1283683326,3
78182,1283685104,1
78183,1283685712,3
78184,1283686441,5
78185,1283686798,1
78186,1283686843,1
78187,1283686863,1
78188,1283687396,2
78189,1283687608,1
78190,1283687676,1
78191,1283687924,1
78192,1283688064,1
78193,1283688110,1
78194,1283688253,1
78195,1283688467,1
78196,1283688614,1
78197,1283689213,1
78198,1283689453,1
78199,1283690861,3
78200,1283691084,1
78201,1283691167,1
78202,1283692026,1
78203,1283692243,4
78204,1283693569,4
78205,1283693984,3
78206,1283693998,1
78207,1283694932,2
78208,1283694994,1
78209,1283695071,1
78210,1283695222,1
78211,1283696015,3
78212,1283697446,4
78213,1283697602,2
78214,1283698132,3
78215,1283698299,2
78216,1283699720,3
78217,1283700999,8
78218,1283701990,2
78219,1283702147,1
78220,1283702850,1
78221,1283702903,1
78222,1283703128,1
78223,1283704706,4
78224,1283705593,4
78225,1283705751,1
78226,1283706332,1
78227,1283706740,1
78228,1283707748,1
78229,1283707879,2
78230,1283708484,3
78231,1283709125,2
78232,1283710581,1
78233,1283711051,1
78234,1283711684,3
78235,1283711853,1
78236,1283711963,1
78237,1283713130,4
78238,1283714059,1
78239,1283714123,1
78240,1283714170,1
78241,1283714353,1
78242,1283714477,2
78243,1283715306,1
78244,1283716821,4
78245,1283717892,3
78246,1283717921,2
78247,1283718481,1
78248,1283718507,1
78249,1283718730,2
78250,1283718759,1
78251,1283718944,1
78252,1283719856,1
78253,1283720709,5
78254,1283721082,2
78255,1283721275,2
78256,1283722820,2
78257,1283723025,1
78258,1283723282,1
78259,1283723803,2
78260,1283724355,1
78261,1283724706,1
78262,1283724788,1
78263,1283726466,3
78264,1283726491,1
78265,1283726663,1
78266,1283726900,1
78267,1283727139,1
78268,1283727170,1
78269,1283727202,1
78270,1283728339,2
78271,1283729205,2
78272,1283729366,1
78273,1283729848,3
78274,1283730040,2
78275,1283730384,1
78276,1283731713,1
78277,1283732315,2
78278,1283732482,1
78279,1283733044,1
78280,1283733165,1
78281,1283734635,1
78282,1283735354,1
78283,1283736073,2
78284,1283736180,1
78285,1283736976,2
78286,1283737842,1
78287,1283738562,2
78288,1283739285,2
78289,1283740833,3
78290,1283741974,1
78291,1283742045,1
78292,1283742982,1
78293,1283743776,1
78294,1283744187,2
78295,1283744770,1
78296,1283745889,4
78297,1283746085,1
78298,1283746993,3
78299,1283747286,1
78300,1283747433,1
78301,1283747914,1
78302,1283747952,1
78303,1283748136,1
78304,1283748140,1
78305,1283748280,1
78306,1283748935,3
78307,1283748968,1
78308,1283749993,5
78309,1283749994,1
78310,1283750298,2
78311,1283750364,1
78312,1283750542,1
78313,1283750753,2
78314,1283750770,1
78315,1283751444,1
78316,1283751507,1
78317,1283751966,4
78318,1283753642,7
78319,1283753817,2
78320,1283754238,2
78321,1283754323,1
78322,1283755886,6
78323,1283756203,1
78324,1283756523,1
78325,1283756978,2
78326,1283757658,2
78327,1283757689,1
78328,1283758791,2
78329,1283759634,1
78330,1283759565,1
78331,1283760555,2
78332,1283760716,1
78333,1283761218,1
78334,1283762054,3
78335,1283762533,1
78336,1283764055,2
78337,1283764147,1
78338,1283764494,6
78339,1283764816,2
78340,1283764892,1
78341,1283766069,5
78342,1283766121,1
78343,1283767114,4
78344,1283768527,1
78345,1283769207,2
78346,1283770285,1
78347,1283770347,1
78348,1283770356,1
78349,1283770659,1
78350,1283770831,1
78351,1283771065,2
78352,1283771137,1
78353,1283771495,2
78354,1283771775,1
78355,1283772088,2
78356,1283772537,2
78357,1283773042,1
78358,1283773460,3
78359,1283773434,1
78360,1283774674,3
78361,1283776122,2
78362,1283776576,1
78363,1283777013,2
78364,1283777363,2
78365,1283777659,2
78366,1283778654,1
78367,1283778862,1
78368,1283780681,2
78369,1283781659,2
78370,1283782476,3
78371,1283783007,7
78372,1283783181,3
78373,1283783723,1
78374,1283783840,1
78375,1283784106,1
78376,1283785325,4
78377,1283785333,1
78378,1283786191,2
78379,1283786230,1
78380,1283787213,2
78381,1283787532,1
78382,1283787966,1
78383,1283788216,1
78384,1283788491,1
78385,1283788800,1
78386,1283788988,2
78387,1283789083,1
78388,1283789164,1
78389,1283789266,1
78390,1283789501,1
78391,1283790369,2
78392,1283792767,9
78393,1283792772,1
78394,1283792896,3
78395,1283793188,2
78396,1283793354,1
78397,1283793376,1
78398,1283794841,1
78399,1283795185,1
78400,1283795840,2
78401,1283797125,2
78402,1283797164,1
78403,1283797377,1
78404,1283798744,4
78405,1283800314,4
78406,1283800679,1
78407,1283801382,2
78408,1283801459,1
78409,1283802860,2
78410,1283803163,1
78411,1283803812,2
78412,1283803946,1
78413,1283804121,1
78414,1283805508,2
78415,1283805959,1
78416,1283806949,2
78417,1283807555,1
78418,1283808839,3
78419,1283809654,1
78420,1283809923,1
78421,1283810321,1
78422,1283811052,1
78423,1283811353,1
78424,1283812360,3
78425,1283812807,2
78426,1283813002,2
78427,1283813796,1
78428,1283814171,1
78429,1283815260,1
78430,1283815269,1
78431,1283815345,1
78432,1283815538,1
78433,1283815956,2
78434,1283821050,5
78435,1283821445,2
78436,1283821855,1
78437,1283821963,2
78438,1283822283,1
78439,1283822626,1
78440,1283824189,2
78441,1283825418,2
78442,1283825423,1
78443,1283825647,1
78444,1283826456,2
78445,1283827838,3
78446,1283827899,1
78447,1283828219,2
78448,1283828537,3
78449,1283828896,1
78450,1283829785,2
78451,1283830400,2
78452,1283831000,2
78453,1283831598,2
78454,1283832772,2
78455,1283832940,2
78456,1283833822,4
78457,1283834444,1
78458,1283836130,1
78459,1283836280,1
78460,1283837790,5
78461,1283837939,1
78462,1283838525,1
78463,1283838575,1
78464,1283838885,1
78465,1283839218,1
78466,1283839514,1
78467,1283840122,1
78468,1283840185,1
78469,1283840214,1
78470,1283840979,1
78471,1283841727,2
78472,1283841750,1
78473,1283841926,2
78474,1283842563,2
78475,1283843281,2
78476,1283843806,1
78477,1283844073,1
78478,1283844105,1
78479,1283845077,2
78480,1283845185,1
78481,1283845319,1
78482,1283846083,3
78483,1283846887,2
78484,1283847535,2
78485,1283848032,2
78486,1283848168,1
78487,1283849724,1
78488,1283850125,2
78489,1283851264,2
78490,1283852602,1
78491,1283851982,3
78492,1283852220,1
78493,1283852267,1
78494,1283852742,1
78495,1283852764,1
78496,1283852985,3
78497,1283853152,1
78498,1283854595,1
78499,1283854098,1
78500,1283854440,1
78501,1283855050,1
78502,1283855401,3
78503,1283856134,2
78504,1283856205,1
78505,1283856568,1
78506,1283856825,1
78507,1283857420,2
78508,1283857454,1
78509,1283859117,3
78510,1283859151,1
78511,1283860020,4
78512,1283860352,1
78513,1283860808,1
78514,1283861418,1
78515,1283861631,5
78516,1283861805,1
78517,1283863566,10
78518,1283863750,3
78519,1283865000,6
78520,1283865884,3
78521,1283866262,2
78522,1283866759,1
78523,1283867071,1
78524,1283868430,6
78525,1283869055,1
78526,1283869456,1
78527,1283869891,3
78528,1283869971,1
78529,1283870570,4
78530,1283871024,1
78531,1283871172,1
78532,1283872758,1
78533,1283873714,1
78534,1283874329,2
78535,1283874361,1
78536,1283874656,1
78537,1283875607,3
78538,1283875666,1
78539,1283875669,1
78540,1283876545,1
78541,1283877291,1
78542,1283878407,2
78543,1283878557,2
78544,1283878681,1
78545,1283878837,2
78546,1283881152,9
78547,1283881397,2
78548,1283881445,1
78549,1283882180,2
78550,1283882484,1
78551,1283882752,1
78552,1283883453,3
78553,1283883614,1
78554,1283884706,3
78555,1283885176,1
78556,1283885711,2
78557,1283885809,1
78558,1283886262,1
78559,1283887241,2
78560,1283887536,1
78561,1283888057,2
78562,1283888103,1
78563,1283888265,1
78564,1283888296,1
78565,1283888310,1
78566,1283889164,3
78567,1283890286,5
78568,1283890526,1
78569,1283891032,1
78570,1283891248,1
78571,1283891612,1
78572,1283892035,1
78573,1283892275,2
78574,1283892415,1
78575,1283892644,1
78576,1283892801,1
78577,1283895190,2
78578,1283895421,1
78579,1283896074,2
78580,1283898107,4
78581,1283898168,1
78582,1283898364,1
78583,1283898400,1
78584,1283898771,2
78585,1283899542,1
78586,1283899776,1
78587,1283900086,1
78588,1283900387,1
78589,1283900703,1
78590,1283901204,1
78591,1283901818,1
78592,1283902022,2
78593,1283902135,1
78594,1283904128,1
78595,1283904231,1
78596,1283904855,2
78597,1283905545,4
78598,1283905783,1
78599,1283907498,2
78600,1283907804,1
78601,1283908299,1
78602,1283908419,1
78603,1283908502,1
78604,1283908987,3
78605,1283909701,1
78606,1283909782,1
78607,1283912053,1
78608,1283912608,3
78609,1283912958,3
78610,1283913503,2
78611,1283914325,1
78612,1283914779,2
78613,1283916256,2
78614,1283916272,1
78615,1283916921,1
78616,1283916968,1
78617,1283917927,1
78618,1283918524,4
78619,1283918645,1
78620,1283918843,2
78621,1283920971,1
78622,1283921214,1
78623,1283922146,2
78624,1283922289,1
78625,1283924779,6
78626,1283926059,4
78627,1283926113,1
78628,1283926343,1
78629,1283927141,3
78630,1283927536,2
78631,1283928717,4
78632,1283928839,1
78633,1283928882,1
78634,1283929153,2
78635,1283930062,2
78636,1283930073,1
78637,1283930102,1
78638,1283930288,2
78639,1283930749,3
78640,1283930991,2
78641,1283931057,1
78642,1283931906,4
78643,1283932614,1
78644,1283933172,1
78645,1283934342,2
78646,1283934486,3
78647,1283934490,1
78648,1283934545,1
78649,1283935214,1
78650,1283935753,1
78651,1283936943,5
78652,1283937442,1
78653,1283937513,1
78654,1283937848,2
78655,1283938361,5
78656,1283938553,1
78657,1283938628,1
78658,1283939390,3
78659,1283940195,3
78660,1283942450,6
78661,1283943715,2
78662,1283944406,3
78663,1283944474,1
78664,1283944890,1
78665,1283945085,2
78666,1283945352,1
78667,1283945961,3
78668,1283946100,1
78669,1283947036,5
78670,1283947089,1
78671,1283949968,2
78672,1283950780,5
78673,1283950827,2
78674,1283951520,5
78675,1283953099,4
78676,1283953825,3
78677,1283954066,1
78678,1283954490,1
78679,1283955186,4
78680,1283956390,4
78681,1283957377,1
78682,1283957908,1
78683,1283958674,2
78684,1283959046,2
78685,1283959176,1
78686,1283961223,6
78687,1283961408,2
78688,1283961417,1
78689,1283961828,1
78690,1283962899,4
78691,1283963157,1
78692,1283963350,1
78693,1283963367,1
78694,1283963530,2
78695,1283965750,6
78696,1283964947,2
78697,1283965563,2
78698,1283966435,4
78699,1283966820,1
78700,1283967189,2
78701,1283967261,1
78702,1283968115,1
78703,1283968937,3
78704,1283970141,4
78705,1283970331,1
78706,1283970610,5
78707,1283971274,3
78708,1283971284,1
78709,1283971529,1
78710,1283972471,2
78711,1283972812,2
78712,1283973778,5
78713,1283974062,2
78714,1283974358,2
78715,1283974774,1
78716,1283975743,2
78717,1283975818,1
78718,1283975843,1
78719,1283976302,1
78720,1283976321,1
78721,1283977012,2
78722,1283977454,5
78723,1283977883,1
78724,1283978715,4
78725,1283978746,1
78726,1283978759,1
78727,1283978766,1
78728,1283978962,1
78729,1283979186,1
78730,1283979219,1
78731,1283979372,2
78732,1283979915,6
78733,1283980051,1
78734,1283980058,1
78735,1283980263,3
78736,1283980488,2
78737,1283981757,8
78738,1283981931,2
78739,1283982465,2
78740,1283983395,2
78741,1283983897,3
78742,1283983952,2
78743,1283984462,1
78744,1283985156,2
78745,1283985348,1
78746,1283986353,3
78747,1283986763,2
78748,1283986873,1
78749,1283986942,2
78750,1283986988,1
78751,1283987333,2
78752,1283987419,1
78753,1283987493,1
78754,1283987534,1
78755,1283987821,1
78756,1283988948,2
78757,1283989254,1
78758,1283989860,1
78759,1283991021,1
78760,1283992352,2
78761,1283993770,3
78762,1283994174,1
78763,1283994773,2
78764,1283995397,1
78765,1283996166,3
78766,1283996253,1
78767,1283996369,1
78768,1283996842,1
78769,1283996999,1
78770,1283999869,7
78771,1284000941,3
78772,1284001253,1
78773,1284004671,20
78774,1284005524,2
78775,1284005953,2
78776,1284005969,1
78777,1284006435,2
78778,1284007367,1
78779,1284008805,1
78780,1284008962,1
78781,1284009737,3
78782,1284010023,1
78783,1284011691,3
78784,1284012562,2
78785,1284012566,1
78786,1284013205,3
78787,1284013996,1
78788,1284014369,2
78789,1284014601,1
78790,1284015151,2
78791,1284017906,10
78792,1284017982,1
78793,1284019458,1
78794,1284019565,2
78795,1284020063,1
78796,1284020087,1
78797,1284020725,1
78798,1284020718,1
78799,1284021139,2
78800,1284021195,1
78801,1284021415,1
78802,1284022117,2
78803,1284022243,1
78804,1284022530,2
78805,1284022677,1
78806,1284023769,5
78807,1284024754,3
78808,1284026689,5
78809,1284027009,1
78810,1284027575,2
78811,1284027746,1
78812,1284028771,5
78813,1284029225,1
78814,1284029344,1
78815,1284029471,1
78816,1284029653,1
78817,1284030217,2
78818,1284032221,5
78819,1284032952,5
78820,1284033312,2
78821,1284034624,2
78822,1284035125,3
78823,1284035276,1
78824,1284035861,2
78825,1284036319,4
78826,1284036830,2
78827,1284037719,1
78828,1284037992,1
78829,1284038700,3
78830,1284039781,5
78831,1284040292,1
78832,1284040631,18
78833,1284041736,5
78834,1284042419,2
78835,1284042832,1
78836,1284043223,5
78837,1284043572,2
78838,1284044581,2
78839,1284045240,1
78840,1284045306,1
78841,1284045568,1
78842,1284045865,3
78843,1284046941,2
78844,1284047397,1
78845,1284047658,1
78846,1284047969,2
78847,1284048370,1
78848,1284049559,1
78849,1284050016,1
78850,1284050958,2
78851,1284052420,2
78852,1284054334,6
78853,1284055659,2
78854,1284055896,1
78855,1284056203,1
78856,1284056564,1
78857,1284056830,1
78858,1284056968,1
78859,1284057519,1
78860,1284057950,1
78861,1284058016,2
78862,1284058826,2
78863,1284059332,2
78864,1284059353,1
78865,1284060397,3
78866,1284060978,9
78867,1284061384,2
78868,1284061652,5
78869,1284062041,1
78870,1284062314,1
78871,1284063400,5
78872,1284063434,1
78873,1284063659,6
78874,1284063983,4
78875,1284064200,1
78876,1284065972,3
78877,1284066098,1
78878,1284067250,3
78879,1284068545,2
78880,1284068866,1
78881,1284069116,1
78882,1284069588,1
78883,1284069923,2
78884,1284070447,1
78885,1284071222,2
78886,1284071526,1
78887,1284071759,1
78888,1284074431,11
78889,1284075485,3
78890,1284075855,2
78891,1284076059,1
78892,1284076163,1
78893,1284076559,3
78894,1284077396,1
78895,1284078122,2
78896,1284078469,4
78897,1284078716,6
78898,1284079600,11
78899,1284080352,6
78900,1284080497,2
78901,1284080680,1
78902,1284080985,2
78903,1284081706,11
78904,1284081766,1
78905,1284082175,2
78906,1284082752,5
78907,1284083043,1
78908,1284085201,7
78909,1284088383,14
78910,1284088439,1
78911,1284089358,2
78912,1284090088,10
78913,1284090140,1
78914,1284090363,1
78915,1284090467,1
78916,1284090569,1
78917,1284090654,2
78918,1284090746,3
78919,1284091156,3
78920,1284092085,5
78921,1284092403,2
78922,1284092430,4
78923,1284093137,5
78924,1284093395,1
78925,1284094130,2
78926,1284094196,1
78927,1284095350,2
78928,1284095498,2
78929,1284095755,1
78930,1284096070,1
78931,1284096542,2
78932,1284097504,1
78933,1284097771,3
78934,1284099037,1
78935,1284099104,2
78936,1284099643,2
78937,1284099759,1
78938,1284100120,2
78939,1284101243,2
78940,1284102677,1
78941,1284103229,2
78942,1284103605,1
78943,1284103769,1
78944,1284104389,1
78945,1284104828,1
78946,1284104880,1
78947,1284104921,1
78948,1284105691,4
78949,1284105764,1
78950,1284105825,1
78951,1284106455,4
78952,1284106682,1
78953,1284107209,1
78954,1284107545,2
78955,1284108326,1
78956,1284108699,1
78957,1284108801,1
78958,1284109238,2
78959,1284109706,1
78960,1284109872,1
78961,1284109938,1
78962,1284110559,1
78963,1284111314,1
78964,1284111594,3
78965,1284112484,4
78966,1284112765,1
78967,1284113057,1
78968,1284113257,2
78969,1284113469,1
78970,1284115561,3
78971,1284115784,2
78972,1284116004,2
78973,1284116300,1
78974,1284116880,2
78975,1284117038,1
78976,1284117059,1
78977,1284117563,2
78978,1284118565,3
78979,1284119107,3
78980,1284119693,1
78981,1284120113,1
78982,1284120178,2
78983,1284120264,1
78984,1284120970,1
78985,1284121267,1
78986,1284121322,1
78987,1284121472,3
78988,1284121936,1
78989,1284122516,2
78990,1284122546,1
78991,1284122657,2
78992,1284124016,5
78993,1284124626,1
78994,1284125296,1
78995,1284125955,2
78996,1284126158,1
78997,1284126238,1
78998,1284127573,1
78999,1284128234,2
79000,1284128252,1
79001,1284128800,2
79002,1284128955,1
79003,1284128982,1
79004,1284130964,7
79005,1284131645,1
79006,1284132375,3
79007,1284133133,1
79008,1284133539,1
79009,1284134130,4
79010,1284134288,1
79011,1284135496,1
79012,1284135696,2
79013,1284137003,3
79014,1284138046,1
79015,1284138062,1
79016,1284138552,2
79017,1284139134,2
79018,1284139673,1
79019,1284140594,2
79020,1284140629,1
79021,1284141536,4
79022,1284142040,2
79023,1284142156,1
79024,1284142323,1
79025,1284142397,1
79026,1284145089,3
79027,1284145195,1
79028,1284146367,2
79029,1284146541,1
79030,1284146410,1
79031,1284146482,2
79032,1284146650,1
79033,1284147419,2
79034,1284147705,1
79035,1284148086,1
79036,1284148620,1
79037,1284148674,1
79038,1284149071,2
79039,1284149089,1
79040,1284149393,2
79041,1284150239,1
79042,1284150359,1
79043,1284150581,2
79044,1284151477,1
79045,1284151909,3
79046,1284152353,1
79047,1284152577,2
79048,1284152716,1
79049,1284153186,1
79050,1284154012,3
79051,1284154334,1
79052,1284154932,1
79053,1284155125,1
79054,1284155430,1
79055,1284155695,1
79056,1284156153,2
79057,1284156776,3
79058,1284156889,1
79059,1284157521,2
79060,1284158109,5
79061,1284158454,2
79062,1284158495,1
79063,1284158539,1
79064,1284158874,3
79065,1284159111,2
79066,1284159822,2
79067,1284160659,2
79068,1284160874,1
79069,1284162781,2
79070,1284163097,1
79071,1284163277,1
79072,1284164952,7
79073,1284164986,1
79074,1284165063,1
79075,1284165594,2
79076,1284165736,1
79077,1284167562,3
79078,1284167914,2
79079,1284168215,3
79080,1284168436,2
79081,1284168491,1
79082,1284169655,2
79083,1284169660,1
79084,1284171045,2
79085,1284171561,1
79086,1284171686,1
79087,1284173280,1
79088,1284173424,1
79089,1284173873,1
79090,1284174321,3
79091,1284174431,1
79092,1284175251,1
79093,1284175502,1
79094,1284175748,1
79095,1284176355,1
79096,1284176469,2
79097,1284177463,1
79098,1284178590,5
79099,1284178829,1
79100,1284178908,1
79101,1284179656,2
79102,1284180222,1
79103,1284180804,1
79104,1284180913,2
79105,1284181421,2
79106,1284182598,2
79107,1284182997,2
79108,1284183232,1
79109,1284183489,2
79110,1284183524,1
79111,1284184113,2
79112,1284184383,2
79113,1284185044,1
79114,1284185093,1
79115,1284185433,2
79116,1284185993,2
79117,1284186462,1
79118,1284186570,1
79119,1284186969,2
79120,1284187237,2
79121,1284187375,1
79122,1284187498,2
79123,1284188355,4
79124,1284188557,1
79125,1284189651,1
79126,1284191185,1
79127,1284191540,1
79128,1284192763,1
79129,1284193523,4
79130,1284194497,4
79131,1284194819,1
79132,1284194789,1
79133,1284195494,2
79134,1284196072,1
79135,1284198018,2
79136,1284198368,2
79137,1284198608,1
79138,1284199061,3
79139,1284199531,2
79140,1284199647,1
79141,1284200633,2
79142,1284201407,1
79143,1284202080,1
79144,1284203706,6
79145,1284204280,2
79146,1284204839,2
79147,1284205015,2
79148,1284205648,1
79149,1284206825,3
79150,1284207012,1
79151,1284207107,1
79152,1284207109,1
79153,1284208081,3
79154,1284209944,4
79155,1284212657,3
79156,1284212855,1
79157,1284213827,12
79158,1284214682,4
79159,1284215337,1
79160,1284215535,1
79161,1284215893,2
79162,1284216798,1
79163,1284216777,1
79164,1284217045,5
79165,1284217323,2
79166,1284217635,3
79167,1284218423,6
79168,1284218666,2
79169,1284219670,3
79170,1284220102,2
79171,1284220620,1
79172,1284220798,2
79173,1284222269,2
79174,1284222568,1
79175,1284222657,1
79176,1284222788,1
79177,1284222812,1
79178,1284223576,2
79179,1284223671,1
79180,1284223772,1
79181,1284225115,2
79182,1284227051,1
79183,1284227350,1
79184,1284228105,4
79185,1284228158,1
79186,1284228539,1
79187,1284228829,1
79188,1284229422,1
79189,1284230880,2
79190,1284231531,1
79191,1284232734,13
79192,1284233919,4
79193,1284234026,1
79194,1284234281,1
79195,1284234503,1
79196,1284234941,1
79197,1284236079,4
79198,1284237032,6
79199,1284237495,1
79200,1284238880,3
79201,1284239829,1
79202,1284240007,2
79203,1284240357,1
79204,1284241031,2
79205,1284241532,3
79206,1284242222,2
79207,1284242311,1
79208,1284242431,1
79209,1284242932,3
79210,1284243233,1
79211,1284243269,1
79212,1284243273,1
79213,1284243476,2
79214,1284243891,1
79215,1284243898,1
79216,1284244767,3
79217,1284245723,3
79218,1284246203,1
79219,1284246915,1
79220,1284247496,1
79221,1284247875,2
79222,1284247909,1
79223,1284247943,1
79224,1284248595,1
79225,1284248766,1
79226,1284249171,1
79227,1284249293,1
79228,1284249483,1
79229,1284249538,1
79230,1284249544,1
79231,1284249953,3
79232,1284250114,1
79233,1284250258,1
79234,1284252513,2
79235,1284252711,1
79236,1284252773,1
79237,1284253207,4
79238,1284253416,2
79239,1284254272,2
79240,1284254801,2
79241,1284254807,1
79242,1284255154,1
79243,1284255159,1
79244,1284255848,1
79245,1284255881,1
79246,1284255912,2
79247,1284256700,3
79248,1284256730,1
79249,1284257024,2
79250,1284257804,3
79251,1284258223,1
79252,1284258739,3
79253,1284259047,1
79254,1284259953,1
79255,1284260269,1
79256,1284260871,1
79257,1284261005,1
79258,1284261173,1
79259,1284261478,2
79260,1284263053,2
79261,1284263175,1
79262,1284264060,2
79263,1284265875,3
79264,1284267467,2
79265,1284267577,1
79266,1284267633,1
79267,1284267849,2
79268,1284267885,1
79269,1284268097,2
79270,1284268897,1
79271,1284268978,1
79272,1284269211,1
79273,1284270227,2
79274,1284271512,7
79275,1284271722,5
79276,1284271817,1
79277,1284272083,1
79278,1284272726,2
79279,1284272961,2
79280,1284273440,2
79281,1284275042,8
79282,1284275054,1
79283,1284275214,1
79284,1284275674,1
79285,1284275707,1
79286,1284275853,1
79287,1284275938,2
79288,1284276325,1
79289,1284277585,3
79290,1284278192,1
79291,1284278593,1
79292,1284278622,1
79293,1284279380,1
79294,1284279483,1
79295,1284279843,2
79296,1284280752,3
79297,1284283447,6
79298,1284283659,1
79299,1284283687,1
79300,1284283699,1
79301,1284284861,1
79302,1284285493,1
79303,1284285826,2
79304,1284285850,1
79305,1284286489,2
79306,1284286616,2
79307,1284287666,2
79308,1284287854,1
79309,1284288555,2
79310,1284288972,3
79311,1284289127,1
79312,1284289718,3
79313,1284289733,1
79314,1284289978,3
79315,1284290277,1
79316,1284291030,4
79317,1284291145,1
79318,1284291293,1
79319,1284292078,3
79320,1284292274,1
79321,1284292809,2
79322,1284293141,5
79323,1284293713,2
79324,1284293826,1
79325,1284293940,1
79326,1284294964,1
79327,1284295519,2
79328,1284295911,1
79329,1284298018,3
79330,1284298485,1
79331,1284298978,2
79332,1284299354,2
79333,1284299831,1
79334,1284300052,2
79335,1284300630,3
79336,1284301099,6
79337,1284301316,1
79338,1284301325,1
79339,1284301888,1
79340,1284301912,1
79341,1284302801,4
79342,1284303021,6
79343,1284303278,2
79344,1284303507,2
79345,1284303651,1
79346,1284304695,4
79347,1284304716,1
79348,1284305136,3
79349,1284305242,2
79350,1284305432,1
79351,1284306563,4
79352,1284307190,2
79353,1284307728,1
79354,1284308312,2
79355,1284308783,2
79356,1284309047,3
79357,1284309177,1
79358,1284309474,2
79359,1284309643,2
79360,1284311172,3
79361,1284311400,2
79362,1284311549,1
79363,1284311989,1
79364,1284312011,1
79365,1284312191,1
79366,1284313332,3
79367,1284314559,2
79368,1284314835,5
79369,1284315010,1
79370,1284315084,1
79371,1284315454,2
79372,1284316884,2
79373,1284318097,6
79374,1284319221,12
79375,1284319678,2
79376,1284319871,2
79377,1284320194,1
79378,1284320255,1
79379,1284320431,1
79380,1284320442,1
79381,1284321311,3
79382,1284321479,1
79383,1284322062,1
79384,1284322541,1
79385,1284323697,1
79386,1284323786,1
79387,1284323842,1
79388,1284323885,1
79389,1284325144,4
79390,1284325380,2
79391,1284325911,6
79392,1284326387,3
79393,1284327001,3
79394,1284327989,3
79395,1284328267,1
79396,1284328634,1
79397,1284329431,1
79398,1284329481,1
79399,1284330196,1
79400,1284331021,3
79401,1284331987,13
79402,1284332621,5
79403,1284333178,3
79404,1284333251,2
79405,1284335193,13
79406,1284335564,5
79407,1284335876,1
79408,1284336078,1
79409,1284336400,1
79410,1284336674,1
79411,1284336794,1
79412,1284337250,1
79413,1284338183,2
79414,1284338791,2
79415,1284339609,3
79416,1284339871,3
79417,1284339969,2
79418,1284340009,1
79419,1284340478,3
79420,1284340739,1
79421,1284340950,2
79422,1284341484,5
79423,1284341568,1
79424,1284342595,1
79425,1284342997,5
79426,1284343294,1
79427,1284343967,4
79428,1284344134,3
79429,1284344816,1
79430,1284345293,1
79431,1284345408,2
79432,1284345439,1
79433,1284345573,1
79434,1284346969,2
79435,1284347177,2
79436,1284347471,2
79437,1284347709,1
79438,1284348580,2
79439,1284348746,1
79440,1284348775,2
79441,1284348794,1
79442,1284348876,1
79443,1284349533,3
79444,1284349709,1
79445,1284350072,1
79446,1284350189,1
79447,1284350859,3
79448,1284352013,2
79449,1284352529,3
79450,1284353068,2
79451,1284353167,1
79452,1284353375,1
79453,1284353633,3
79454,1284354300,2
79455,1284355085,2
79456,1284355911,2
79457,1284356390,1
79458,1284356973,1
79459,1284357514,3
79460,1284357526,1
79461,1284358155,5
79462,1284358506,1
79463,1284358511,1
